Count	Full_date	Port	Ship
22	11/11/1921	Port Antonio, Jamaica	Joseph J. Cuneo
11	11/11/1921	Patras and Gibraltar	Acropolis
6	11/11/1921	Belize, British Honduras	Nat L. Gorton
5	11/11/1921	Santo Domingo City	Algonquin
5	11/11/1921	United States	Menominee
4	11/11/1921	Gibraltar	Acropolis
4	11/11/1921	San Pedro de Macoris, Dominican Republic	Algonquin
3	11/11/1921	Puerto Plata, Dominican Republic	Algonquin
1	11/11/1921	Costantinople	Acropolis
1	11/11/1921	Dominican Ports via Turks Island	Algonquin
1	11/11/1921	Santo Domingo	Algonquin
1	11/11/1921	Southampton	Algonquin
1	11/11/1921	Barahona, R.D.	Algonquin
1	11/11/1921	Marseilles	Fenchurch
594	11/12/1921	Rotterdam, Holland	Ryndam
328	11/12/1921	Naples	Argentina
327	11/12/1921	Trieste	Argentina
95	11/12/1921	West Indies	Parima
95	11/12/1921	Havana, Cuba and Mexican Ports	Esperanza
55	11/12/1921	Boulogne	Rijndam
48	11/12/1921	United States	Cragness
41	11/12/1921	Livorno	Daniel Webster
39	11/12/1921	Rotterdam, Holland	Eastern Cloud
38	11/12/1921	Tampico, Mexico	John D. Rockefeller
34	11/12/1921	Tampico, Mexico	Montana
31	11/12/1921	Lisbon	Albistan
31	11/12/1921	Cardiff, Wales	Storaker
30	11/12/1921	Helsingborg, Sweden	Livingston Roe
30	11/12/1921	Argentine Rosario	Tasmania Maru
29	11/12/1921	Rotterdam, Holland	Rijndam
18	11/12/1921	St. Thomas	Parima
13	11/12/1921	Vera Cruz, Mexico	Esperanza
13	11/12/1921	Plymouth	Ryndam
12	11/12/1921	Rosario	Tasmania Maru
7	11/12/1921	Mexico	Livingston Roe
7	11/12/1921	Barbados, British West Indies	Parima
6	11/12/1921	Tampico, Mexico	Esperanza
3	11/12/1921	St. Thomas, Virgin Islands	Parima
3	11/12/1921	Nassau N.P. Bahamas	Esperanza
2	11/12/1921	St. Croix, Virgin Islands	Parima
1	11/12/1921	los angeles	West Wind
1351	11/13/1921	Naples	Guglielmo Peirce
971	11/13/1921	Antwerp	Zeeland
199	11/13/1921	Buenos Aires/Rio de Janeiro	Southern Cross
130	11/13/1921	Cristobal, Limon & Havana	Ulua
130	11/13/1921	Napoli	Guglielmo Peirce
70	11/13/1921	Basra	Hunnie
51	11/13/1921	London, England	Vardulia
51	11/13/1921	Buenos Aires	Southern Cross
42	11/13/1921	Hull, England	Marengo
41	11/13/1921	Antwerp via Hamburg	City of Flint
35	11/13/1921	Tyne, England	Sydic
31	11/13/1921	Avonmouth, England	Maddequet
28	11/13/1921	Havana	Ulua
24	11/13/1921	New York, Progreso, Yucaro Cuba	Kotonia
21	11/13/1921	Southampton	Zeeland
16	11/13/1921	Cherbourg, France	Zeeland
16	11/13/1921	Rio De Janeiro	Southern Cross
10	11/13/1921	Belize, British Honduras	Pioneer
10	11/13/1921	Cristobal, Port Limon & Havana	Ulua
8	11/13/1921	Cristobal, Canal Zone	Ulua
7	11/13/1921	Windsor, Nova Scotia	Martha Parsons
4	11/13/1921	Buenos Aires and Montevideo	Southern Cross
4	11/13/1921	Rio De Janeiro, Brazil	Southern Cross
2	11/13/1921	Antwerp	City of Flint
2	11/13/1921	Port Limon, Costa Rica	Ulua
2	11/13/1921	Santos, Brazil	Southern Cross
1	11/13/1921	blank	Southern Cross
1	11/13/1921	Hango, Finland	Sydic
1503	11/14/1921	Liverpool	Baltic
701	11/14/1921	Le Havre	La Savoie
241	11/14/1921	Havana, Cuba	Buenos Aires
205	11/14/1921	San Juan, Puerto Rico	San Lorenzo
176	11/14/1921	Queenstown	Baltic
103	11/14/1921	Port Au Prince, Haiti	General George W. Goethals
88	11/14/1921	Curacao, DWI	Caracas
67	11/14/1921	St. John's, Newfoundland	Rosalind
62	11/14/1921	Hull, England	Croxteth Hall
59	11/14/1921	Santa Marta, Colombia	San Mateo
48	11/14/1921	Tampico, Mexico	L.J. Drake
46	11/14/1921	Cristobal, Canal Zone	General George W. Goethals
44	11/14/1921	Alexandria, Egypt	Sinsinawa
43	11/14/1921	Antwerp	Eastern Soldier
43	11/14/1921	Hamburg, Germany	Oregonian
41	11/14/1921	Antwerp	Gasconier
40	11/14/1921	Talara, Peru	Benjamin Brewster
37	11/14/1921	Santos, Brazil	Orange River
34	11/14/1921	Newcastle	Tiberton
32	11/14/1921	San Juan, Puerto Rico	Cananova
31	11/14/1921	Gilbraltar	Luchana
30	11/14/1921	Vera Cruz, Mexico	Buenos Aires
29	11/14/1921	San Juan, Puerto Rico	Caracas
29	11/14/1921	Veracruz, Mexico	Buenos Aires
21	11/14/1921	St. John's, Newfoundland via Halifax	Rosalind
12	11/14/1921	La Guaira, Venezuela	Caracas
7	11/14/1921	Newcastle, New Brunswick	Charles F. Gordon
5	11/14/1921	Tanamo, Cuba	Saint Mary
2	11/14/1921	Puerto Cabello, Venezuela	Caracas
1	11/14/1921	Pto. Cabello, Ven.	Caracas
404	11/15/1921	Hamburg	Mount Clinton
332	11/15/1921	Barcelona	Montevideo
65	11/15/1921	Liverpool	Stephen
53	11/15/1921	Liverpool	Bereby
48	11/15/1921	Singapore	Half Moon
44	11/15/1921	Cadiz	Montevideo
36	11/15/1921	Hull, England	Oristano
35	11/15/1921	Malaga, Spain	Montevideo
34	11/15/1921	Valparaiso, Chile & Way Ports	Garfield
34	11/15/1921	Curacao, DWI	Astrea
30	11/15/1921	Hong Kong & Algiers	Bolton Castle
19	11/15/1921	Algiers, Algeria	Bolton Castle
14	11/15/1921	Windsor, Nova Scotia	Daniel M. Munro
7	11/15/1921	La Guaira, Venezuela	Astrea
4	11/15/1921	Cap Haitien, Haiti	Astrea
3	11/15/1921	Valencia, Spain	Montevideo
1	11/15/1921	NA	Lake Fife
1151	11/16/1921	Naples	Taormina
187	11/16/1921	Danzig	Estonia
168	11/16/1921	Naples, Italy	Taormina
162	11/16/1921	Libau via Danzig	Estonia
127	11/16/1921	Havana	Mexico
124	11/16/1921	Libau	Estonia
120	11/16/1921	Napoli	Taormina
100	11/16/1921	Antilla, Cuba	Munamar
65	11/16/1921	Tampico, Mexico	Frederic R. Kellogg
58	11/16/1921	Cristobal via Haiti	General O.H. Ernst
56	11/16/1921	Santiago, Cuba	Sumatra Maru
43	11/16/1921	Tampico, Mexico	William H. Doheny
40	11/16/1921	Tampico, Mexico	Trontolite
36	11/16/1921	Havana, Cuba	Mexico
35	11/16/1921	Kingston, Jamaica	Yuma
34	11/16/1921	Port Lobos, Mexico	Agwihavre
30	11/16/1921	Genoa, Italy	Taormina
27	11/16/1921	Marseilles, France	Pikepool
26	11/16/1921	Nuevitas, Cuba	Hibernia
2	11/16/1921	Marigoane, Haiti	General O.H. Ernst
1	11/16/1921	Buenos Aires, Argentina	Grande Gaard
859	11/17/1921	Glasgow	Cameronia
233	11/17/1921	Hamilton, Bermuda	Fort Hamilton
124	11/17/1921	Bilbao, Spain	Black Arrow
102	11/17/1921	Kingston, Jamaica	Santa Marta
94	11/17/1921	Londonderry	Cameronia
80	11/17/1921	Yokohama, Japan	Takaoka Maru
58	11/17/1921	San Francisco, California	Hawkeye State
39	11/17/1921	Tampico, Mexico	Nora
35	11/17/1921	Chorrera, Mexico	G. Harrison Smith
34	11/17/1921	Valencia, Spain	Nuria
34	11/17/1921	Copenhagen	Mexico
29	11/17/1921	Sagua la Grande and Matanzas, Cuba	Graecia
25	11/17/1921	Baracoa, Cuba	Nicholas Cuneo
24	11/17/1921	Los Angeles	Hawkeye State
24	11/17/1921	Puerto Plata, Dominican Republic	Varg
18	11/17/1921	Spencers Island, Nova Scotia	Gypsum King
16	11/17/1921	Puerto Colombia, Colombia	Santa Marta
9	11/17/1921	New York	Santa Marta
8	11/17/1921	Kingston	Santa Marta
7	11/17/1921	Port of Spain, Trinidad	Varg
7	11/17/1921	Bridgewater, Nova Scotia	Maid of France
6	11/17/1921	Richibucto, New Brunswick	Frances Parsons
5	11/17/1921	Windsor, Nova Scotia	Charles W. Baird
5	11/17/1921	Windsor, Nova Scotia	Samuel W. Fancher
2	11/17/1921	Cartagena, Colombia	Santa Marta
1	11/17/1921	Colon, Canal Zone	Hawkeye State
1	11/17/1921	Puerto Plata	Varg
122	11/18/1921	Tampico, Mexico	Orizaba
42	11/18/1921	Barry, England	Jufuku Maru
39	11/18/1921	Havana, Cuba	Orizaba
22	11/18/1921	Vera Cruz, Mexico	Orizaba
7	11/18/1921	Sherbrooke, Nova Scotia	Mary F. Anderson
2	11/18/1921	Progreso, Yucatan, Mexico	Orizaba
2186	11/19/1921	Le Havre	Paris
800	11/19/1921	Bremen	Hudson
463	11/19/1921	Copenhagen	Hellig Olav
337	11/19/1921	Southampton	Oropesa
158	11/19/1921	Hamburg	Oropesa
133	11/19/1921	Hamilton, Bermuda	Fort Victoria
50	11/19/1921	Para via Barbados	Sallust
48	11/19/1921	Cherbourg, France	Oropesa
46	11/19/1921	United States	Tarantia
41	11/19/1921	Tampico, Mexico	William Green
33	11/19/1921	Palermo	Lake Flattery
32	11/19/1921	Marseilles	San Francisco
32	11/19/1921	Matanzas, Cuba	Nordhvalen
32	11/19/1921	Cienfuegos, Cuba	Stanley Dollar
30	11/19/1921	Havre, France	Paris
17	11/19/1921	Palermo, Italy	San Francisco
11	11/19/1921	Kristiania, Norway	Hellig Olav
9	11/19/1921	Christiania	Hellig Olav
2	11/19/1921	Le Havre, France	Paris
2	11/19/1921	Valencia, Spain	San Francisco
1	11/19/1921	Danzig	Hudson
807	11/20/1921	Rotterdam, Holland	Nieuw Amsterdam
152	11/20/1921	Boulogne	Nieuw Amsterdam
135	11/20/1921	Havana, Cristobal, Port Limon	Toloa
78	11/20/1921	San Juan, Puerto Rico	Tanamo
44	11/20/1921	Trieste, Italy	Augusta Foherczegno
37	11/20/1921	Plymouth	Nieuw Amsterdam
37	11/20/1921	Tampico, Mexico	Josiah Macy
36	11/20/1921	Puerto Plata, Dominican Republic	Catherine
31	11/20/1921	San Juan, Puerto Rico	Clare
30	11/20/1921	Santiago, Cuba	Cayo Mambi
27	11/20/1921	Valencia, Spain	Woldingham
25	11/20/1921	Havana, Cuba	Toloa
21	11/20/1921	St.Vincent, Cape Verde Island	Emma Helen
14	11/20/1921	Cristobal, Canal Zone	Toloa
9	11/20/1921	New York	Toloa
5	11/20/1921	Port Limon, Costa Rica	Toloa
3	11/20/1921	Genoa	Esther Dollar
2	11/20/1921	Liverpool	King Alexander
2	11/20/1921	Bari, Italy	Augusta Foherczegno
1	11/20/1921	St. Vincent, Cape Verde Island	Emma Helen
371	11/21/1921	Le Havre, France	Chicago
231	11/21/1921	Hamilton, Bermuda	Fort Victoria
132	11/21/1921	San Juan, Puerto Rico	Ponce
116	11/21/1921	United States	Panhandle State
86	11/21/1921	United States	Orari
82	11/21/1921	Talcahuano & intermediate ports	Santa Elisa
73	11/21/1921	Middlesbrougth, England	City of Tokio
48	11/21/1921	Cardiff	Corfe Castle
39	11/21/1921	Alexandria, Egypt	Leeds City
38	11/21/1921	Port Lobos, Mexico	Samuel Q. Brown
35	11/21/1921	Tyne, England	Lucerna
33	11/21/1921	Kingston	Amelia
30	11/21/1921	Dalhousie, N.B.	Fram
22	11/21/1921	Kingston, Jamaica	Imperator (1905)
19	11/21/1921	London, England	Panhandle State
15	11/21/1921	Valparaiso, Chile	Santa Elisa
14	11/21/1921	Boulogne, France	Panhandle State
11	11/21/1921	Callao, Peru	Santa Elisa
8	11/21/1921	St. John, New Brunswick	Fieldwood
8	11/21/1921	Windsor, Nova Scotia	James E. Newsom
8	11/21/1921	Parrsboro, Nova Scotia	Minas King
7	11/21/1921	Halifax	M.O. Crowell
6	11/21/1921	Antofagasta, Chile	Santa Elisa
5	11/21/1921	Port Elgin, New Brunswick	Anna MacDonald
4	11/21/1921	Cristobal, Canal Zone	Santa Elisa
4	11/21/1921	Paita, Peru	Santa Elisa
4	11/21/1921	London, England	Orari
3	11/21/1921	Mollendo, Peru	Santa Elisa
3	11/21/1921	Plymouth	Ryndam
2	11/21/1921	Boulogne	Ryndam
1	11/21/1921	Boulogne	Panhandle State
1	11/21/1921	Bremerhaven	Potomac
1106	11/22/1921	Liverpool	Cedric
945	11/22/1921	Gothenburg, Sweden	Drottningholm
743	11/22/1921	Palermo	Patria
446	11/22/1921	Kristiania, Norway	Bergensfjord
276	11/22/1921	MARSEILLES	Patria
76	11/22/1921	Christiania	Bergensfjord
74	11/22/1921	NEW YORK	Iroquois
74	11/22/1921	TURKS ISLAND AND DOMINICAN PORTS	Iroquois
61	11/22/1921	Naples	Patria
61	11/22/1921	Trinidad, British West Indies	Mayaro
60	11/22/1921	Queenstown	Cedric
47	11/22/1921	NAPLES, ITALY	Patria
43	11/22/1921	LEITH	Stanmore
41	11/22/1921	Port Lobos, Mexico	Standard
40	11/22/1921	Amsterdam	Acasta
38	11/22/1921	Marseilles, France	Ashbee
37	11/22/1921	Port Lobos, Mexico	Durango
37	11/22/1921	Gothenburg, Sweden	Moravia Bridge
33	11/22/1921	Havana	Pinar Del Rio
32	11/22/1921	Paramaribo, Dutch Guiana	Lake Savus
32	11/22/1921	CAPE YVES LUIS, MICH.	Great Falls
30	11/22/1921	Algiers, Morocco	Henry D. Whiton
30	11/22/1921	St. Thorua	Sagaporack
25	11/22/1921	COLOMBIA	Harald
21	11/22/1921	PALERMO, ITALY	Patria
19	11/22/1921	St. Thomas, Virgin Islands	Sagaporack
15	11/22/1921	Bergen, Norway	Bergensfjord
14	11/22/1921	Algiers, Algeria	Henry D. Whiton
13	11/22/1921	Port of Spain, Trinidad	Mayaro
10	11/22/1921	SANTO DOMINGO CITY	Iroquois
10	11/22/1921	Georgetown, Demerara, British Guiana	Mayaro
7	11/22/1921	Puerto Plata, Dominican Republic	Iroquois
5	11/22/1921	Marseilles via Naples	Patria
4	11/22/1921	Macoris, Dominican Republic	Iroquois
4	11/22/1921	Turks Island, British West Indies	Iroquois
2	11/22/1921	PARAMARIBO	Lake Savus
1	11/22/1921	Stavanger, Norway	Bergensfjord
1	11/22/1921	Marseilles	Patricia
1	11/22/1921	Huelva, Spain	Ashbee
1	11/22/1921	Leith via Dundee	Stanmore
1	11/22/1921	West Indies	Mayaro
651	11/23/1921	Hamburg, Germany	Minnekahda
50	11/23/1921	Santiago, Cuba	Lake Elrio
49	11/23/1921	Talara, Peru via Panama Canal	Ardmore
44	11/23/1921	Port Lobos, Mexico	Zoppot
43	11/23/1921	Buenos Aires	Bonheur
35	11/23/1921	Newcastle	Modesta
34	11/23/1921	Santos, Brazil	Dundrennan
33	11/23/1921	Carolinas & Mutanzus, Cuba	Evelyn
23	11/23/1921	Namsos (Norway) via Ardrossan	Christian Krohg
10	11/23/1921	Para, Brazil	Bonheur
9	11/23/1921	Halifax	Burpee L. Tucker
2	11/23/1921	Norway	Christian Krohg
1	11/23/1921	NA	La Touraine
1	11/23/1921	Tampico, Mexico	Zoppot
1272	11/24/1921	Naples	America
696	11/24/1921	Hamburg	Mongolia
655	11/24/1921	Southampton	Adriatic
325	11/24/1921	So'ton	Adriatic
234	11/24/1921	Cherbourg, France	Adriatic
163	11/24/1921	Havana, Cuba	Morro Castle
131	11/24/1921	Kingston, Jamaica	Turrialba
120	11/24/1921	Napoli	America
66	11/24/1921	Hull, England	Meiyo Maru
46	11/24/1921	Tampico, Mexico	Gedania
36	11/24/1921	Alexandria, Egypt	Gargoyle
36	11/24/1921	Three Rivers, Canada	North Pacific
36	11/24/1921	Sagua La Grande, Cuba	Stephen R. Jones
33	11/24/1921	Harauagua	Troubadour
24	11/24/1921	Port au Paix, Haiti	W.M. Tupper
23	11/24/1921	Glasgow	Ottar Jarl
7	11/24/1921	Soton	Adriatic
5	11/24/1921	Puerto Colombia, Colombia	Turrialba
2	11/24/1921	Cartagena, Colombia	Turrialba
1	11/24/1921	Cristobal, Canal Zone	Turrialba
278	11/25/1921	Antwerp	Samland
208	11/25/1921	Cristobal, Canal Zone	Colon
191	11/25/1921	Constantinople	Themistocles
95	11/25/1921	Port Limon via Cristobal, Bocas, Havana	Heredia
94	11/25/1921	Havana, Cuba	Yucatan
72	11/25/1921	Port Lobos, Mexico	William Rockefeller
54	11/25/1921	St. John	Themistocles
50	11/25/1921	Tampico, Mexico	Montrolite
49	11/25/1921	Bordeaux	Texas
48	11/25/1921	Danzig	Samland
39	11/25/1921	Cardiff	Pruth
37	11/25/1921	San Juan, Puerto Rico	Cornelia
36	11/25/1921	St. Michaels, Azores	Circinus
35	11/25/1921	Piraeus	Themistocles
33	11/25/1921	Santo Domingo City	Tosto
32	11/25/1921	Tampico, Mexico	Mirita
28	11/25/1921	Nuevitas, Cuba	Smaragd
16	11/25/1921	Port au Prince, Haiti	Colon
1	11/25/1921	Bocas Del Toro, R.P.	Heredia
1	11/25/1921	Bremerhaven	America (1908)
1196	11/26/1921	Naples	Presidente Wilson
1059	11/26/1921	Trieste	Presidente Wilson
774	11/26/1921	Bremen	America
536	11/26/1921	Bremerhaven	America
458	11/26/1921	Rotterdam, Holland	Noordam
281	11/26/1921	Le Havre, France	Leopoldina
102	11/26/1921	Santander, Spain	Calabria
68	11/26/1921	Rotterdam, Holland	Maartensdyk
62	11/26/1921	Boulogne	Noordam
46	11/26/1921	United States	Steel Mariner
44	11/26/1921	Southampton	America
40	11/26/1921	Hamburg, Germany	East Cape
35	11/26/1921	Queenstown	America
30	11/26/1921	Palermo	Presidente Wilson
29	11/26/1921	Cienfuegos	Bartholomew
29	11/26/1921	Progreso, Yucatan, Mexico	Cauto
27	11/26/1921	Cherbourg, France	America
26	11/26/1921	Cuban Ports	Korsfjord
22	11/26/1921	Bremerhaven, Germany	America
22	11/26/1921	Halifax	Rovaer
12	11/26/1921	Le Havre	Leopoldina
5	11/26/1921	Plymouth	Noordam
1	11/26/1921	Vuelba, Spain	Ashbee
1	11/26/1921	Algiers, Algeria	Presidente Wilson
152	11/27/1921	Havana, Cristobal, Port Limon	Calamares
65	11/27/1921	Southampton	Lapland
63	11/27/1921	San Juan, Puerto Rico	Sagua
48	11/27/1921	Santos, Brazil	Sheridan
45	11/27/1921	Manters	Vauclin
42	11/27/1921	Marseilles, France	Olympe
41	11/27/1921	Port Lobos, Mexico	Vistula
40	11/27/1921	Montevideo, Uraguay	West Maximus
39	11/27/1921	Halifax	Canadian Cruiser
32	11/27/1921	Buenos Aires	Taurus
30	11/27/1921	Cienfuegos, Cuba	Lake Fabyan
28	11/27/1921	New York	Calamares
27	11/27/1921	Charleston	Nordamerika
11	11/27/1921	Walton, Nova Scotia, Canada	Maurice R. Thurlow
6	11/27/1921	Paspebise, P. Q.	Alfarata
6	11/27/1921	Havana, Cuba	Calamares
6	11/27/1921	New York	Lake Fackler
4	11/27/1921	Malaga, Spain	Olympe
2	11/27/1921	Port Limon, Costa Rica	Calamares
1	11/27/1921	Cristobal, Canal Zone	Calamares
1	11/27/1921	NA	Olympe
1494	11/28/1921	Southampton	Carmania
806	11/28/1921	Liverpool	Celtic
308	11/28/1921	Cherbourg, France	Carmania
249	11/28/1921	Hamilton, Bermuda	Fort Hamilton
230	11/28/1921	Christiania	Oscar ll
209	11/28/1921	Valparaiso, Chile	Ebro
199	11/28/1921	Copenhagen	Oscar ll
149	11/28/1921	San Juan, Puerto Rico	Porto Rico
89	11/28/1921	Queenstown	Celtic
71	11/28/1921	Curacao, DWI	Philadelphia (1885)
66	11/28/1921	Turks Island, B.W.I., Santo Domingo	Algonquin
64	11/28/1921	United States	Maine
52	11/28/1921	St. John's, Newfoundland	Rosalind
50	11/28/1921	Curacao, DWI	Nickerie
50	11/28/1921	Kingston, Jamaica	Princess May
39	11/28/1921	Santo Domingo via Turk's Island	Algonquin
34	11/28/1921	Bourn, France	Hera
33	11/28/1921	Sevilla	Mydrecht
32	11/28/1921	Port Antonio, Jamaica	Miraflores
28	11/28/1921	Kingston	Ormes
27	11/28/1921	St. John's, Newfoundland via Halifax	Rosalind
21	11/28/1921	Cristobal, Canal Zone	Ebro
12	11/28/1921	San Juan, Puerto Rico	Philadelphia (1885)
11	11/28/1921	Puerto Plata, Dominican Republic	Algonquin
11	11/28/1921	Paramaribo	Nickerie
11	11/28/1921	La Guaira, Venezuela	Nickerie
10	11/28/1921	Antofagasta, Chile	Ebro
9	11/28/1921	Callao	Ebro
8	11/28/1921	Kristiania, Norway	Oscar ll
6	11/28/1921	Santo Domingo City	Algonquin
5	11/28/1921	Santo Domingo	Algonquin
4	11/28/1921	Arica, Chile	Ebro
4	11/28/1921	Callao, Peru	Ebro
3	11/28/1921	Barahona, R. D.	Algonquin
3	11/28/1921	Monte Cristi	Algonquin
3	11/28/1921	Turks Island, British West Indies	Algonquin
3	11/28/1921	La Guaira, Venezuela	Philadelphia (1885)
3	11/28/1921	Puerto Cabello, Venezuela	Philadelphia (1885)
2	11/28/1921	Port au Prince	Nickerie
2	11/28/1921	Demerara, British West Indies	Nickerie
2	11/28/1921	Bermuda	Fort Hamilton
1	11/28/1921	Azua	Algonquin
1	11/28/1921	S. P. de Macoris, R.D.	Algonquin
1	11/28/1921	Sanchez, Dominican Republic	Algonquin
1	11/28/1921	St. John	Harmonides
1	11/28/1921	Havana, Cuba	Mydrecht
673	11/29/1921	Le Havre	La Touraine
515	11/29/1921	Hamburg	Wuerttemberg
293	11/29/1921	Glasgow	Assyria
248	11/29/1921	Havana	Mexico
135	11/29/1921	Naples	Caronia
35	11/29/1921	Nuevitas, Cuba	Aslaug Haaland
31	11/29/1921	Kingston	Lake Fackler
31	11/29/1921	Londonderry	Assyria
25	11/29/1921	Guantanamo	Masilia
20	11/29/1921	Genoa	Caronia
8	11/29/1921	New York	Lake Fackler
7	11/29/1921	Gibraltar	Caronia
3	11/29/1921	Para	Polycarp
1	11/29/1921	Havre	La Touraine
294	11/30/1921	Danzig	Polonia
294	11/30/1921	Danzig	Polonia
119	11/30/1921	Libau	Polonia
76	11/30/1921	Antilla, Cuba	Munamar
35	11/30/1921	Montreal, Quebec, Canada	Muskogee
35	11/30/1921	Christiania	Topdalsfjord
31	11/30/1921	Cienfuegos, Cuba	Lake Fernando
26	11/30/1921	Cardinas, Spain	Gaute
25	11/30/1921	Havana	Gro
22	11/30/1921	Marseilles	Canada
20	11/30/1921	Lisbon	Canada
14	11/30/1921	Marseilles, France	Canada
9	11/30/1921	Copenhagen	Polonia
9	11/30/1921	Copenhagen	Polonia
6	11/30/1921	Havana, Cuba	Gro
